CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,H6M_Facial Coverings
United States,USA,Alaska,US_AK,STATE_TOTAL,20201207,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201208,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201209,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201210,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201211,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201212,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201213,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201214,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201215,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201216,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201217,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201218,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201219,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201220,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201221,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201222,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201223,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201224,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201225,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201226,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201227,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201228,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201229,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201230,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20201231,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210101,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210102,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210103,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210104,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210105,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210106,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210107,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210108,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210109,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210110,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210111,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210112,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210113,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210114,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210115,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210116,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210117,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210118,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210119,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210120,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210121,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210122,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210123,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210124,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210125,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210126,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210127,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210128,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210129,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210130,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210131,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210201,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210202,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210203,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210204,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210205,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210206,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210207,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210208,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210209,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210210,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210211,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210212,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210213,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210214,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210215,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210216,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210217,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210218,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210219,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210220,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210221,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210222,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210223,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210224,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210225,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210226,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210227,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210228,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210301,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210302,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210303,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210304,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210305,3
United States,USA,Alaska,US_AK,STATE_TOTAL,20210306,3
